Gender,Price (INR),NumImages,ProductID,Description,PrimaryColor
Women,1499,3,10203469,Pink self design full-coverage Everyday bra Lightly Padded and Underwired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
Women,899,5,10121845,"Red printed Sleep Shirt, has round neck, short sleeves", Red
Women,1097,5,10202033,"White printed woven maxi  top, has a mandarin collar, three-quarter sleeves, and button closure", White
Women,1750,5,10238505,"Design Detail:Grey and pink dual-toned woven design saree and has a solid borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look like", Pink
Men,1249,5,10180685,"Blue printed T-shirt, has a polo collar, short sleeves",Blue
Women,849,6,10234277,"A pair of beige open toe sandals, has regular styling, open back detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Beige
Women,980,5,10146249,"A pair of gold-toned open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsole", Gold
Women,999,5,10167173,"This clothing set consists of top and dungareeWhite solid layered top with ruffled detail, has a round neck, short sleevesBlack solid cropped dungaree, has a button closure, two pockets", Black
Boys,1329,3,10003531,"Blue medium wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
Unisex,883,4,10012741,Pattern: PrintedFinish: GlossyMaterial: Ceramic, Red
Unisex,671,5,10109097,Set content: Single bed quilt Usage: AC Room GSM: 110 Colour: Blue and Green Pattern: Solid Quilt,Blue
Women,699,5,10217313,"Red and Grey striped knitted cinched waist  top, has a round neck, and long sleeves", Red
Women,1049,5,10021007,"Beige and Black printed A-line kurta, has a mandarin collar, sleeveless, flared hem, and front slit", Black
Unisex,1499,4,10099051,Set content: Single Door curtainsColour: BeigePattern: Ethnic Motifs DoorLight blocking: RegularFitting: EyeletLining: No, Beige
Women,1299,5,10238421," Turquoise-blue solid A-line kurti with embroidered detail on the yoke, has mandarin collar, button closures at the front, three-quarter sleeves with roll-up tabs, asymmetrical high-low hem ",Blue
Men,3999,5,10020225,"Black solid party suitBlack solid regular-fit blazer, has a notched lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of black solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.Comes with a pocket square", Black
Boys,674,4,10136439,"Maroon and Yellow colourblocked sweater, has a round neck, long sleeves, and ribbed hem", Yellow
Women,1494,6,10208725,"A pair of burgundy snakeskin textured pointed toe pumps, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a kitten heelWarranty: 6 monthsWarranty provided by brand/manufacturer", Red
Women,1596,5,10242639,"Beige woven pencil skirt, has a concealed zip closure, back slit, straight hem", Beige
Men,1049,5,10029811,"A pair of black running sports shoes, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsole", Black
Women,1499,5,10144781,"Red with a tinge of Pinksolid casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Red
Men,944,5,10202819,"Blue washed mid-rise denim shorts, has 5 pockets, and button closure",Blue
Men,1149,5,10137997,"A pair of round-toe navy blue slip-on walking sneakers, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer",Blue
Boys,1139,5,10213361,"Green solid mid-rise regular fit corduroy trousers, has button and zip closure and 5 pockets", Green
Women,2995,5,10253997,"Orange woven design Dupatta, zari, and has a fringed borderAntimicrobial Coating: Using special technology, a special coating is applied that has the ability to kill microorganisms on contact.", Orange
Women,679,5,10132391,"Red and white colourblocked knitted A-line dress, has an off-shoulder neck, short sleeves, and high-low hem", Red
Men,540,5,10245825,"Navy blue and red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,848,4,10000761,Pack of 2 Fuschia and turquoise blue solid medium-coverage T-shirt braNon Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,Blue
Women,1710,4,10161989,"Gold-Toned and Green Crescent Shaped Earrings, gold-plated, and has artificial stones Secured with a post and back", Green
Women,791,5,10248955,Off-White backpackPadded and Non-Padded haul loop1 main compartment with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: No, White
Women,839,5,10111115,"Blue solid denim jacket with tasselled detail, has a spread collar, 2 pockets, button closure, long sleeves, straight hem, and unlined",Blue
Women,801,5,10245997,"A pair of gunmetal-toned solid peep toes, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 60 daysWarranty provided by brand/manufacturer",
Men,699,5,10043881,A pair of black comfort sandalsSynthetic upper with slip-on closureCushioned footbedPatterned rubber outsole, Black
Men,2199,5,10176903,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Women,1599,5,10111385,"A pair of round-toe gold-toned slip-on sneakers, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Gold
Women,599,5,10189523,"Off-White and Orange printed straight kurta, has a notched round neck, three-quarter sleeves, straight hem, and side slits", White
Women,556,2,10115017,"Shade name - Midnight BlackWhat it isChambor Orosa Sculpting Eye Shadow feels like velvet, wears like a feather and stays tenderly on your eyes for hours. Define, shade, line, highlight or smoke up your eyes with this easy to use, ultra modern, long lasting eye shadow stick. Made in GermanyWhat it doesHighly pigmented and long wearing eyeshadow pencil for a long lasting holdThe texture of the eyeshadow is very creamy and glides effortlesslyFeatures a retractable twist mechanism with an integrated sharpener for permanent precisionThis product is cruelty-free and free from animal ingredientsDermatologically and ophthalmologically tested", Black
Women,1799,5,10207067,"Pink and Golden printed straight kurta, has a keyhole neck with button closure, three-quarter sleeves, straight hem, and side slits", Pink
Women,644,5,10237907,"Olive green solid woven regular top with lace insert detail, has a boat neck, and three-quarter bell sleeves", Green
Women,349,5,10206005,"Yellow self-design woven A-line  top, has a round neck, sleeveless, and button closure", Yellow
Boys,584,4,10138887,"Green, navy blue & white checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue
Boys,949,5,10080649,"White and Black printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue
Men,719,5,10148219,"Maroon solid T-shirt, has a polo collar, long sleeves, and 1 pocket", Maroon
Men,1919,5,10149331,"Beige self design knitted low-rise chinos, has a waistband with belt loops, button closure, zip fly, and five pockets", Beige
Men,719,5,10147019,"Brown and peach-coloured striped T-shirt, has a polo collar, and short sleeves", Red
Women,591,5,10245987,"A pair of black open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 2 monthsWarranty provided by brand/manufacturer", Black
Women,3383,6,10186107,"Pink textured sling bag, has a zip closure1 main compartment, 3 inner pockets1 external pocketNon-detachable sling strapTablet sleeve: No", Red
Women,2799,9,10234505,"Green and golden printed kurta and trousers with ethnic jacketGreen and golden printed flared calf length kurta, has a round neck, sleeveless, flared hemGreen solid trousers, has a partially elastiacted waitband with concealed zip closureBlue, green and golden printed ethnic jacket, has a shirt collar, three-quarter sleeves and straight hem", Green
Men,999,5,10128901,"Charcoal Grey Soft jersey knitLong raglan contrast sleevesCrew neck, henley buttons at frontAll over solid", Grey
Men,1349,7,10148367,"Grey solid low-rise trousers, button closure, and 5 pockets", Grey
Boys,519,4,10138793,"Red printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Red
Men,815,5,10136447,"Black solid T-shirt, has a polo collar, and short sleeves", Black
Women,972,5,10200171,"Black, Pink and blue printed A-line kurta, has a round neck, sleeveless, flared hem", Black
Unisex,1539,7,10253129,"Product Design Details:A pair of round-toe black sneakers, has regular styling, lace-up detailCanvas upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Women,679,5,10028971,"A pair of pink open-toed flats, has regular styling, velcro detailSynthetic upperCushioned footbedTextured and patterned outsole", Pink
Men,7996,5,10052099,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case", Black
Men,989,5,10151879,"Burgundy and red striped smart casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket", Red
Women,750,5,10246589,"Black and white checked woven regular top, has a V-neck, and short sleevesComes with a fabric belt", Black
Unisex,836,5,10027173,Set content: 5 Cushion Covers Colour: Multicoloured Shape: Square Pattern: Quirky Closure: Zip, Red
Women,2010,3,10161899,"Gold-Toned Contemporary Earrings, gold-plated, and has artificial stones Secured with a post and back", Gold
Women,1499,5,10202731,"White solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem", White
Men,1169,6,10237261,"White solid formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", White
Women,808,5,1015382,"Off-white and yellow woven printed sheath dress, has a round neck, three-quarter sleeves, inverted pleats on the front, and a zip closure on the back", Yellow
Women,1499,5,10018807,"White printed kurta with palazzos White straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitsWhite  Printed palazzos, has elasticated waistband, drawstring closure", White
Boys,839,3,10003271,"Khaki solid mid-rise chinos, has hook-and-bar and zip closure, 5 pockets", Khaki
Women,671,5,10146535,"Orange  solid sling bag with buckle detail detail, has a button closure1 main compartment, 1 external and 1 inner pocketTablet sleeve: NoNon-Detachable Sling StrapWarranty: 3 monthsWarranty provided by brand/manufacturer", Orange
Men,1799,5,10161227,"Black and Rust Red solid reversible jacket, has a mock collar, 2 pockets, zip closure, sleeveless, straight hem, and polyester lining", Red
Boys,909,3,10247213,"White and blue micro ditsy printed casual shirt, has a button-down collar, long roll-up sleeves, button placket, curved hem, and 1 patch pocket",Blue
Boys,1119,5,10003075,"Black solid mid-rise trousers, zip closure, and 4 pockets", Black
Women,997,5,10203387,Lens colour: PurpleLens feature: Regular LensFrame material: MetalFrame style: Full RimBest suited for: Oval face shapeComes in a Z-ZOOM coverWarranty: 2 yearsWarranty provided by brand/manufacturer, Purple
